Location,botottop,x,y,angle,BLOCK
ITP116,2,30.87,55.85,180,
ITP116,2,155.37,55.85,180,
ITP117,2,48.5,59.25,180,
ITP117,2,173,59.25,180,
ITP118,2,31.12,49.62,180,
ITP118,2,155.62,49.62,180,
ITP119,2,54.62,17.62,180,
ITP119,2,179.12,17.62,180,
ITP120,2,58.5,50.62,180,
ITP120,2,183,50.62,180,
ITP121,2,63,21.25,180,
ITP121,2,187.5,21.25,180,
ITP122,2,49.12,125.25,0,
ITP122,2,173.62,125.25,0,
ITP123,2,41.05,14.55,180,
ITP123,2,165.55,14.55,180,
ITP124,2,40.87,129.87,0,
ITP124,2,165.37,129.87,0,
ITP125,2,38,132.87,0,
ITP125,2,162.5,132.87,0,
ITP126,2,36.5,131.12,0,
ITP126,2,161,131.12,0,
ITP127,2,35,132.87,0,
ITP127,2,159.5,132.87,0,
ITP128,2,33.62,131,0,
ITP128,2,158.12,131,0,
ITP129,2,32.12,129.75,0,
ITP129,2,156.62,129.75,0,
ITP130,2,29.62,129.75,0,
ITP130,2,154.12,129.75,0,
ITP131,2,45.62,16.12,180,
ITP131,2,170.12,16.12,180,
ITP132,2,44.87,129.75,0,
ITP132,2,169.37,129.75,0,
ITP133,2,41.5,16.5,180,
ITP133,2,166,16.5,180,
ITP134,2,47.37,19.62,180,
ITP134,2,171.87,19.62,180,
ITP135,2,47.5,23.62,180,
ITP135,2,172,23.62,180,
ITP136,2,47.62,21.62,180,
ITP136,2,172.12,21.62,180,
ITP137,2,47.5,126.37,0,
ITP137,2,172,126.37,0,
ITP138,2,47.75,123.87,0,
ITP138,2,172.25,123.87,0,
ITP139,2,49.25,122.62,0,
ITP139,2,173.75,122.62,0,
ITP140,2,27,121.75,0,
ITP140,2,151.5,121.75,0,
ITP141,2,47.66,121.52,0,
ITP141,2,172.16,121.52,0,
ITP142,2,20.37,124.37,0,
ITP142,2,144.87,124.37,0,
ITP143,2,49.22,118.35,0,
ITP143,2,173.72,118.35,0,
ITP144,2,47.62,119.4,0,
ITP144,2,172.12,119.4,0,
ITP145,2,49.25,120.42,0,
ITP145,2,173.75,120.42,0,
ITP146,2,49.02,115.53,0,
ITP146,2,173.52,115.53,0,
ITP147,2,51.25,31.62,180,
ITP147,2,175.75,31.62,180,
ITP148,2,65.25,55,180,
ITP148,2,189.75,55,180,
ITP149,2,51.37,24.87,180,
ITP149,2,175.87,24.87,180,
ITP150,2,28.12,44.5,180,
ITP150,2,152.62,44.5,180,
ITP151,2,72.15,56.37,180,
ITP151,2,196.65,56.37,180,
ITP152,2,60,128.62,0,
ITP152,2,184.5,128.62,0,
ITP153,2,18.65,43.5,180,
ITP153,2,143.15,43.5,180,
ITP154,2,41.87,104.12,0,
ITP154,2,166.37,104.12,0,
ITP155,2,79.75,58,180,
ITP155,2,204.25,58,180,
ITP156,2,88.12,57.75,180,
ITP156,2,212.62,57.75,180,
ITP157,2,16.25,132.12,0,
ITP157,2,140.75,132.12,0,
ITP158,2,79.75,55.5,180,
ITP158,2,204.25,55.5,180,
ITP159,2,81.25,48.12,180,
ITP159,2,205.75,48.12,180,
ITP160,2,14.12,126.75,0,
ITP160,2,138.62,126.75,0,
ITP161,2,18.12,122.5,0,
ITP161,2,142.62,122.5,0,
ITP162,2,15.15,128.42,0,
ITP162,2,139.65,128.42,0,
ITP164,2,55.87,32,180,
ITP164,2,180.37,32,180,
ITP165,2,106.12,22.87,180,
ITP165,2,230.62,22.87,180,
ITP166,2,87,23.5,180,
ITP166,2,211.5,23.5,180,
ITP167,2,79.75,38.5,180,
ITP167,2,204.25,38.5,180,
ITP168,2,12.37,128.25,0,
ITP168,2,136.87,128.25,0,
ITP169,2,14.62,124.5,0,
ITP169,2,139.12,124.5,0,
ITP170,2,47.6,95.6,0,
ITP170,2,172.1,95.6,0,
ITP174,2,47.83,117.04,0,
ITP174,2,172.33,117.04,0,
ITP180,2,27.25,90.75,0,
ITP180,2,151.75,90.75,0,
ITP187,2,20.25,102,0,
ITP187,2,144.75,102,0,
ITP189,2,23.87,30.75,180,
ITP189,2,148.37,30.75,180,
ITP191,2,27,114.87,0,
ITP191,2,151.5,114.87,0,
ITP192,2,35,14.62,180,
ITP192,2,159.5,14.62,180,
ITP195,2,27.75,100.12,0,
ITP195,2,152.25,100.12,0,
ITP196,2,26,104.25,0,
ITP196,2,150.5,104.25,0,
ITP198,2,28.75,111.75,0,
ITP198,2,153.25,111.75,0,
ITP200,2,67.25,101.12,0,
ITP200,2,191.75,101.12,0,
ITP204,2,77.62,88.62,0,
ITP204,2,202.12,88.62,0,
ITP205,2,83.25,88.62,0,
ITP205,2,207.75,88.62,0,
ITP210,2,23.62,21.75,180,
ITP210,2,148.12,21.75,180,
J111,2,116.62,40.95,270,
J111,2,241.12,40.95,270,
J131,2,7.25,59.5,270,
J131,2,131.75,59.5,270,
J132,2,21,66.4,0,
J132,2,145.5,66.4,0,
J133,2,46.75,7.12,180,
J133,2,171.25,7.12,180,
J135,2,84.1,65.15,0,
J135,2,208.6,65.15,0,
J141,2,108,6.2,0,
J141,2,232.5,6.2,0,
J143,2,7.87,27.75,0,
J143,2,132.37,27.75,0,
J144,2,96.7,65.7,0,
J144,2,221.2,65.7,0,
J146,2,84.75,5.62,0,
J146,2,209.25,5.62,0,
J147,2,107.15,65.7,0,
J147,2,231.65,65.7,0,
J151,2,12.25,35.87,0,
J151,2,136.75,35.87,0,
J152,2,100,5,0,
J152,2,224.5,5,0,
J153,2,118.5,46.12,0,
J153,2,243,46.12,0,
J154,2,119.25,51.92,0,
J154,2,243.75,51.92,0,
J156,2,43.25,65.75,0,
J156,2,167.75,65.75,0,
J157,2,32.5,66.25,0,
J157,2,157,66.25,0,
J158,2,52.5,65.75,0,
J158,2,177,65.75,0,
J159,2,87.25,12.75,0,
J159,2,211.75,12.75,0,
J161,2,17.25,7.12,180,
J161,2,141.75,7.12,180,
J162,2,40.75,4.92,0,
J162,2,165.25,4.92,0,
J163,2,6.37,17.5,90,
J163,2,130.87,17.5,90,
J171,2,94.45,40.12,180,
J171,2,218.95,40.12,180,
NF101,2,39,107.62,270,
NF101,2,163.5,107.62,270,
NF102,2,42.5,54,0,
NF102,2,167,54,0,
NF201,2,38.87,27,0,
NF201,2,163.37,27,0,
NF202,2,42.5,27.25,180,
NF202,2,167,27.25,180,
NF203,2,44.5,28.25,270,
NF203,2,169,28.25,270,
Q101,2,51,58.87,90,
Q101,2,175.5,58.87,90,
Q301,2,59.75,41,90,
Q301,2,184.25,41,90,
Q303,2,63.25,46.37,90,
Q303,2,187.75,46.37,90,
Q304,2,76.12,45.5,90,
Q304,2,200.62,45.5,90,
Q309,2,62.12,30.62,90,
Q309,2,186.62,30.62,90,
Q401,2,75.5,89.12,270,
Q401,2,200,89.12,270,
Q402,2,80.5,90.87,270,
Q402,2,205,90.87,270,
Q403,2,68.12,15.37,90,
Q403,2,192.62,15.37,90,
Q404,2,101.37,53,90,
Q404,2,225.87,53,90,
Q405,2,109,13,90,
Q405,2,233.5,13,90,
Q406,2,97.62,53,90,
Q406,2,222.12,53,90,
Q411,2,22.37,16.12,90,
Q411,2,146.87,16.12,90,
Q412,2,17,29.87,90,
Q412,2,141.5,29.87,90,
Q420,2,88.25,55,90,
Q420,2,212.75,55,90,
Q421,2,93.5,54.62,90,
Q421,2,218,54.62,90,
Q422,2,81,51.12,90,
Q422,2,205.5,51.12,90,
Q423,2,69.5,49.87,90,
Q423,2,194,49.87,90,
Q501,2,113.62,58.5,180,
Q501,2,238.12,58.5,180,
Q502,2,110,58.87,90,
Q502,2,234.5,58.87,90,
Q602,2,19.75,127.25,270,
Q602,2,144.25,127.25,270,
R101,2,28.45,104.75,90,
R101,2,152.95,104.75,90,
R103,2,39.12,105.42,270,
R103,2,163.62,105.42,270,
R104,2,37.62,106.87,90,
R104,2,162.12,106.87,90,
R105,2,36.62,106.87,90,
R105,2,161.12,106.87,90,
R106,2,35.75,106.87,90,
R106,2,160.25,106.87,90,
R107,2,34.87,106.87,90,
R107,2,159.37,106.87,90,
R108,2,34,106.87,90,
R108,2,158.5,106.87,90,
R109,2,33.12,106.87,90,
R109,2,157.62,106.87,90,
R110,2,32.25,106.87,90,
R110,2,156.75,106.87,90,
R111,2,31.37,106.87,90,
R111,2,155.87,106.87,90,
R112,2,30.37,106.87,90,
R112,2,154.87,106.87,90,
R117,2,52.25,95.62,180,
R117,2,176.75,95.62,180,
R119,2,54.87,47.37,180,
R119,2,179.37,47.37,180,
R120,2,27,102.5,270,
R120,2,151.5,102.5,270,
R121,2,51.12,98.12,90,
R121,2,175.62,98.12,90,
R122,2,52.5,98.12,90,
R122,2,177,98.12,90,
R123,2,26,100,90,
R123,2,150.5,100,90,
R124,2,24.87,98.5,90,
R124,2,149.37,98.5,90,
R125,2,50,98.12,270,
R125,2,174.5,98.12,270,
R126,2,30.5,58.75,0,
R126,2,155,58.75,0,
R127,2,54,98.12,270,
R127,2,178.5,98.12,270,
R128,2,23.5,97.37,90,
R128,2,148,97.37,90,
R129,2,30.5,61,0,
R129,2,155,61,0,
R130,2,34,43.25,90,
R130,2,158.5,43.25,90,
R131,2,35,42.37,90,
R131,2,159.5,42.37,90,
R132,2,25.37,91.37,0,
R132,2,149.87,91.37,0,
R133,2,111.5,39,0,
R133,2,236,39,0,
R134,2,25.37,89.87,0,
R134,2,149.87,89.87,0,
R135,2,51.12,91,180,
R135,2,175.62,91,180,
R136,2,44.25,51.12,0,
R136,2,168.75,51.12,0,
R137,2,25.37,88.12,270,
R137,2,149.87,88.12,270,
R139,2,47.12,86.37,90,
R139,2,171.62,86.37,90,
R140,2,25.5,54.25,0,
R140,2,150,54.25,0,
R141,2,111.5,42.75,270,
R141,2,236,42.75,270,
R142,2,110.37,42.75,270,
R142,2,234.87,42.75,270,
R143,2,25.5,52.22,180,
R143,2,150,52.22,180,
R147,2,110.75,40.62,180,
R147,2,235.25,40.62,180,
R148,2,46,61.75,90,
R148,2,170.5,61.75,90,
R149,2,38.12,61.62,90,
R149,2,162.62,61.62,90,
R150,2,48.5,62,270,
R150,2,173,62,270,
R151,2,49.75,62,270,
R151,2,174.25,62,270,
R152,2,23.37,87.25,270,
R152,2,147.87,87.25,270,
R153,2,44,41.25,0,
R153,2,168.5,41.25,0,
R160,2,24.12,93.5,180,
R160,2,148.62,93.5,180,
R162,2,38.12,49.62,0,
R162,2,162.62,49.62,0,
R163,2,48.37,27,90,
R163,2,172.87,27,90,
R164,2,38.62,47.12,90,
R164,2,163.12,47.12,90,
R165,2,39.62,47.87,90,
R165,2,164.12,47.87,90,
R169,2,26.12,44.5,0,
R169,2,150.62,44.5,0,
R171,2,35.62,45.87,270,
R171,2,160.12,45.87,270,
R172,2,36.12,42.37,270,
R172,2,160.62,42.37,270,
R174,2,28.87,49.62,0,
R174,2,153.37,49.62,0,
R201,2,40.87,12.62,270,
R201,2,165.37,12.62,270,
R202,2,42.25,12.62,270,
R202,2,166.75,12.62,270,
R203,2,37.62,11.75,270,
R203,2,162.12,11.75,270,
R204,2,36.5,11.75,270,
R204,2,161,11.75,270,
R205,2,34.12,11.75,270,
R205,2,158.62,11.75,270,
R206,2,29.62,12.75,270,
R206,2,154.12,12.75,270,
