Location,top_bot,x,y,Theta
C315,2,276.3,147.7,90
C316,2,317.8,59.9,-90
C316,2,317.8,157.95,-90
C317,2,274.3,49.65,-90
C317,2,274.3,147.7,-90
C318,2,306.3,15.53,-90
C318,2,306.3,113.58,-90
C319,2,263.92,66.03,90
C319,2,263.92,164.08,90
C320,2,282.8,75.4,-90
C320,2,282.8,173.45,-90
CP101,2,77.3,12.15,0
CP101,2,77.3,110.2,0
CP102,2,83.8,12.15,0
CP102,2,83.8,110.2,0
CP103,2,104.8,37.03,0
CP103,2,104.8,135.08,0
CP104,2,117.8,26.65,0
CP104,2,117.8,124.7,0
CP105,2,78.68,64.28,0
CP105,2,78.68,162.33,0
CP106,2,87.8,65.65,0
CP106,2,87.8,163.7,0
CP107,2,172.8,20.65,0
CP107,2,172.8,118.7,0
CP108,2,179.43,20.65,0
CP108,2,179.43,118.7,0
CP109,2,185.8,33.15,0
CP109,2,185.8,131.2,0
CP110,2,185.8,43.15,0
CP110,2,185.8,141.2,0
CP111,2,189.8,15.15,0
CP111,2,189.8,113.2,0
CP112,2,192.8,15.15,0
CP112,2,192.8,113.2,0
CP113,2,192.8,12.15,0
CP113,2,192.8,110.2,0
CP114,2,203.68,70.15,0
CP114,2,203.68,168.2,0
CP115,2,206.68,70.15,0
CP115,2,206.68,168.2,0
CP201,2,261.92,16.9,0
CP201,2,261.92,114.95,0
CP202,2,318.8,24.65,0
CP202,2,318.8,122.7,0
CP203,2,321.55,24.65,0
CP203,2,321.55,122.7,0
CP204,2,259.55,70.9,0
CP204,2,259.55,168.95,0
CP205,2,257.42,63.15,0
CP205,2,257.42,161.2,0
CP206,2,255.18,63.15,0
CP206,2,255.18,161.2,0
CP207,2,254.55,80.15,0
CP207,2,254.55,178.2,0
CP208,2,256.55,85.15,0
CP208,2,256.55,183.2,0
CP211,2,303.67,26.9,0
CP211,2,303.67,124.95,0
CP212,2,303.67,29.53,0
CP212,2,303.67,127.58,0
CP213,2,301.05,26.9,0
CP213,2,301.05,124.95,0
CP214,2,288.8,28.65,0
CP214,2,288.8,126.7,0
CP215,2,288.8,31.65,0
CP215,2,288.8,129.7,0
CP216,2,291.8,31.65,0
CP216,2,291.8,129.7,0
CP223,2,281.8,18.65,0
CP223,2,281.8,116.7,0
CP224,2,284.55,18.65,0
CP224,2,284.55,116.7,0
CP225,2,287.3,18.65,0
CP225,2,287.3,116.7,0
CP310,2,272.8,64.15,0
CP310,2,272.8,162.2,0
CP311,2,275.8,64.15,0
CP311,2,275.8,162.2,0
CP312,2,270.8,61.15,0
CP312,2,270.8,159.2,0
CP313,2,271.05,76.65,0
CP313,2,271.05,174.7,0
CP314,2,268.05,73.65,0
CP314,2,268.05,171.7,0
CP315,2,271.05,73.65,0
CP315,2,271.05,171.7,0
CP316,2,296.55,57.65,0
CP316,2,296.55,155.7,0
CP317,2,293.55,57.65,0
CP317,2,293.55,155.7,0
CP318,2,290.55,57.65,0
CP318,2,290.55,155.7,0
D60,1,97.55,81.27,0
D60,1,97.55,179.32,0
D101,2,152.55,73.78,90
D101,2,152.55,171.83,90
D102,2,142.43,88.03,-90
D102,2,142.43,186.08,-90
D103,2,210.05,61.4,90
D103,2,210.05,159.45,90
D104,1,205.8,37.4,90
D104,1,205.8,135.45,90
D106,1,222.18,47.65,0
D106,1,222.18,145.7,0
D108,2,220.43,81.9,-90
D108,2,220.43,179.95,-90
D109,1,210.8,42.15,90
D109,1,210.8,140.2,90
D201,2,259.67,66.78,-90
D201,2,259.67,164.83,-90
D202,2,255.18,59.4,90
D202,2,255.18,157.45,90
D203,2,311.42,81.65,90
D203,2,311.42,179.7,90
D302,2,305.42,53.9,-90
D302,2,305.42,151.95,-90
D303,2,324.3,28.9,90
D303,2,324.3,126.95,90
D304,2,313.8,63.4,90
D304,2,313.8,161.45,90
D305,2,319.92,66.78,90
D305,2,319.92,164.83,90
DA101,1,175.93,43.78,90
DA101,1,175.93,141.83,90
DA201,1,267.8,29.65,0
DA201,1,267.8,127.7,0
DA301,1,284.77,51.1,90
DA301,1,284.77,149.15,90
ET101,1,68.8,23.65,180
ET101,1,68.8,121.7,180
ET102,1,166.3,14.65,-90
ET102,1,166.3,112.7,-90
ET201,1,313.8,23.65,0
ET201,1,313.8,121.7,0
ETH201,2,288.8,39.65,-90
ETH201,2,288.8,137.7,-90
FB101,2,230.05,71.78,90
FB101,2,230.05,169.83,90
FH101,1,121.05,37.4,90
FH101,1,121.05,135.45,90
FH102,1,121.05,52.4,-90
FH102,1,121.05,150.45,-90
FH103,1,96.43,16.4,0
FH103,1,96.43,114.45,0
FH104,1,111.43,16.4,180
FH104,1,111.43,114.45,180
FU101,1,121.05,44.9,-90
FU101,1,121.05,142.95,-90
FU102,1,103.93,16.4,180
FU102,1,103.93,114.45,180
IC101,2,222.05,66.78,180
IC101,2,222.05,164.83,180
IC102,2,82.05,39.4,0
IC102,2,82.05,137.45,0
IC201,2,266.3,82.53,0
IC201,2,266.3,180.58,0
IC202,2,315.3,71.65,0
IC202,2,315.3,169.7,0
IC301,2,297.55,66.78,-90
IC301,2,297.55,164.83,-90
ITP1,2,228.3,72.78,0
ITP1,2,228.3,170.83,0
ITP2,2,226.43,81.15,0
ITP2,2,226.43,179.2,0
ITP3,2,262.05,90.53,0
ITP3,2,262.05,188.58,0
ITP4,2,254.55,90.4,0
ITP4,2,254.55,188.45,0
ITP5,2,254.55,88.4,0
ITP5,2,254.55,186.45,0
ITP6,2,309.8,63.65,0
ITP6,2,309.8,161.7,0
ITP7,2,276.3,47.15,0
ITP7,2,276.3,145.2,0
ITP8,2,218.8,76.78,180
ITP8,2,218.8,174.83,180
ITP9,2,306.3,11.4,0
ITP9,2,306.3,109.45,0
ITP10,2,233.3,89.9,0
ITP10,2,233.3,187.95,0
ITP12,2,268.3,76.4,0
ITP12,2,268.3,174.45,0
ITP13,2,207.55,65.28,0
ITP13,2,207.55,163.33,0
ITP14,2,161.8,86.65,0
ITP14,2,161.8,184.7,0
ITP15,2,314.05,78.28,0
ITP15,2,314.05,176.33,0
ITP16,2,324.3,32.65,0
ITP16,2,324.3,130.7,0
ITP17,2,311.8,63.4,0
ITP17,2,311.8,161.45,0
ITP18,2,260.17,76.4,0
ITP18,2,260.17,174.45,0
ITP19,2,310.92,75.9,0
ITP19,2,310.92,173.95,0
ITP20,2,146.8,91.53,0
ITP20,2,146.8,189.58,0
ITP21,2,309.17,84.9,0
ITP21,2,309.17,182.95,0
ITP22,2,313.3,83.15,0
ITP22,2,313.3,181.2,0
ITP23,2,320.42,47.53,0
ITP23,2,320.42,145.58,0
ITP24,2,319.92,58.53,0
ITP24,2,319.92,156.58,0
ITP25,2,311.8,61.4,0
ITP25,2,311.8,159.45,0
ITP26,2,321.67,33.28,0
ITP26,2,321.67,131.33,0
ITP27,2,314.17,40.53,0
ITP27,2,314.17,138.58,0
ITP28,2,41.68,136.85,0
ITP28,2,41.68,178.35,0
ITP28,2,263.42,22.15,0
ITP28,2,263.42,120.2,0
ITP29,2,217.55,78.4,0
ITP29,2,217.55,176.45,0
ITP30,2,220.43,21.28,0
ITP30,2,220.43,119.33,0
ITP32,2,215.43,56.78,0
ITP32,2,215.43,154.83,0
ITP33,2,207.8,56.9,0
ITP33,2,207.8,154.95,0
ITP34,2,228.3,70.78,0
ITP34,2,228.3,168.83,0
ITP35,2,256.55,82.65,0
ITP35,2,256.55,180.7,0
ITP36,2,289.3,80.15,0
ITP36,2,289.3,178.2,0
ITP37,2,41.93,132.1,0
ITP37,2,41.93,173.6,0
ITP39,2,270.8,81.9,0
ITP39,2,270.8,179.95,0
ITP40,2,262.17,73.78,0
ITP40,2,262.17,171.83,0
ITP41,2,266.8,88.65,0
ITP41,2,266.8,186.7,0
ITP42,2,308.67,11.4,0
ITP42,2,308.67,109.45,0
ITP44,2,266.8,90.65,0
ITP44,2,266.8,188.7,0
ITP45,2,41.55,123.22,0
ITP45,2,41.55,164.72,0
ITP48,2,263.05,88.53,0
ITP48,2,263.05,186.58,0
ITP50,2,310.92,77.9,0
ITP50,2,310.92,175.95,0
ITP52,2,309.8,49.28,0
ITP52,2,309.8,147.33,0
ITP53,2,305.42,50.15,0
ITP53,2,305.42,148.2,0
ITP54,2,309.8,65.65,0
ITP54,2,309.8,163.7,0
ITP55,2,295.67,74.9,0
ITP55,2,295.67,172.95,0
ITP56,2,317.8,65.9,0
ITP56,2,317.8,163.95,0
ITP57,2,313.42,53.65,0
ITP57,2,313.42,151.7,0
ITP58,2,309.8,52.65,0
ITP58,2,309.8,150.7,0
ITP59,2,316.17,40.53,0
ITP59,2,316.17,138.58,0
ITP60,2,262.05,68.15,0
ITP60,2,262.05,166.2,0
ITP67,2,97.05,54.78,0
ITP67,2,97.05,152.83,0
J201,1,174.3,90.65,0
J201,1,174.3,188.7,0
J203,1,299.55,30.03,180
J203,1,299.55,128.08,180
J204,1,279.3,69.65,180
J204,1,279.3,167.7,180
J205,1,278.05,74.53,180
J205,1,278.05,172.58,180
J206,1,290.3,71.53,180
J206,1,290.3,169.58,180
J207,1,285.67,70.15,180
J207,1,285.67,168.2,180
J208,1,301.05,38.03,0
J208,1,301.05,136.08,0
J209,1,296.05,38.03,0
J209,1,296.05,136.08,0
J210,1,110.3,37.03,180
J210,1,110.3,135.08,180
J211,1,110.3,29.65,180
J211,1,110.3,127.7,180
J212,1,74.3,70.65,0
J212,1,74.3,168.7,0
J213,1,291.92,76.05,0
J213,1,291.92,174.1,0
J401,1,2.2,91.6,90
J401,1,12.2,91.6,90
J403,1,52.95,18,-90
J403,1,52.95,35.55,-90
J405,1,28.75,117.5,180
J405,1,28.75,159,180
J406,1,20.5,143.2,180
J406,1,20.5,184.7,180
J407,1,29.45,142.3,180
J407,1,29.45,183.8,180
J412,1,26.8,73.8,-90
J412,1,36.8,73.8,-90
J701,1,45,133.85,-90
J701,1,45,175.35,-90
JP1,1,89.13,39.53,90
JP1,1,89.13,137.58,90
JP50,1,43.25,91.25,90
JP50,1,56.55,53.45,-90
JP51,1,45.75,91.25,90
JP51,1,54.05,53.45,-90
JP52,1,43.25,56.75,-90
JP52,1,56.55,87.95,90
JP53,1,45.75,56.75,-90
JP53,1,54.05,87.95,90
JP60,1,116.3,84.15,-90
JP60,1,116.3,182.2,-90
JP62,1,80.3,86.65,-90
JP62,1,80.3,184.7,-90
JP63,1,76.8,86.65,-90
JP63,1,76.8,184.7,-90
JPW101,1,199.93,19.9,90
JPW101,1,199.93,117.95,90
JPW102,1,319.3,16.15,90
JPW102,1,319.3,114.2,90
JPW103,1,303.17,21.4,0
JPW103,1,303.17,119.45,0
JPW104,1,323.05,21.9,0
JPW104,1,323.05,119.95,0
JPW105,1,94.18,23.65,0
JPW105,1,94.18,121.7,0
JPW106,1,303.17,24.4,0
JPW106,1,303.17,122.45,0
JPW107,1,96.05,30.15,0
JPW107,1,96.05,128.2,0
JPW109,1,300.42,33.9,0
JPW109,1,300.42,131.95,0
JPW110,1,308.42,43.78,90
JPW110,1,308.42,141.83,90
JPW111,1,311.42,43.78,90
JPW111,1,311.42,141.83,90
JPW112,1,292.42,42.65,0
JPW112,1,292.42,140.7,0
JPW114,1,292.42,45.65,0
JPW114,1,292.42,143.7,0
JPW115,1,205.43,49.9,0
JPW115,1,205.43,147.95,0
JPW116,1,293.55,55.03,0
JPW116,1,293.55,153.08,0
JPW117,1,302.17,62.28,90
JPW117,1,302.17,160.33,90
JPW118,1,130.18,67.9,90
JPW118,1,130.18,165.95,90
JPW119,1,322.67,66.78,90
JPW119,1,322.67,164.83,90
JPW120,1,273.8,72.03,90
JPW120,1,273.8,170.08,90
JPW122,1,307.17,72.4,-90
JPW122,1,307.17,170.45,-90
JPW123,1,303.42,72.28,90
JPW123,1,303.42,170.33,90
JPW128,1,250.05,74.53,0
JPW128,1,250.05,172.58,0
JPW129,1,257.3,77.28,90
JPW129,1,257.3,175.33,90
JPW131,1,248.8,77.78,0
JPW131,1,248.8,175.83,0
JPW132,1,294.67,80.03,0
JPW132,1,294.67,178.08,0
JPW133,1,164.8,92.4,0
JPW133,1,164.8,190.45,0
JPW134,1,294.67,83.28,0
JPW134,1,294.67,181.33,0
JPW135,1,246.18,85.4,90
JPW135,1,246.18,183.45,90
JPW136,1,166.3,86.65,90
JPW136,1,166.3,184.7,90
JPW137,1,169.3,86.65,90
JPW137,1,169.3,184.7,90
JPW138,1,243.05,88.03,90
JPW138,1,243.05,186.08,90
JPW139,1,273.6,82.78,90
JPW139,1,273.6,180.83,90
JPW201,1,221.18,60.03,0
JPW201,1,221.18,158.08,0
JPW202,1,213.55,65.78,90
JPW202,1,213.55,163.83,90
JPW203,1,218.55,74.28,180
JPW203,1,218.55,172.33,180
JPW204,1,216.55,77.28,0
JPW204,1,216.55,175.33,0
JPW205,1,252.93,43.15,90
JPW205,1,252.93,141.2,90
L101,1,93.68,60.4,180
L101,1,93.68,158.45,180
L201,1,281.8,22.9,0
L201,1,281.8,120.95,0
L301,1,270.05,59.28,0
L301,1,270.05,157.33,0
LED1,1,54.2,111.85,-180
LED1,1,54.2,153.35,-180
LF101,1,133.8,19.15,90
LF101,1,133.8,117.2,90
LF102,1,156.3,38.9,90
LF102,1,156.3,136.95,90
MECH101,1,124.85,65.65,0
MECH101,1,124.85,163.7,0
MECH102,1,189.4,70.91,0
MECH102,1,189.4,168.96,0
NF101,1,148.43,45.03,-90
NF101,1,148.43,143.08,-90
NF102,1,160.8,65.15,90
NF102,1,160.8,163.2,90
PC101,1,156.43,75.03,0
PC101,1,156.43,173.08,0
PC102,1,243.05,75.65,90
PC102,1,243.05,173.7,90
PC103,1,217.18,90.78,180
PC103,1,217.18,188.83,180
PS1,1,3.53,76.77,90
PS1,1,13.53,76.77,90
PS2,1,26.62,15.13,-180
PS2,1,26.62,32.68,-180
PS3,1,22.23,53.12,90
PS3,1,32.23,53.12,90
PS4,1,15.25,126.1,-170
PS4,1,15.25,167.6,-170
Q1,2,38.93,132.6,-90
Q1,2,38.93,174.1,-90
Q101,1,122.6,65.45,180
Q101,1,122.6,163.5,180
Q102,1,191.8,70.36,0
Q102,1,191.8,168.41,0
Q103,2,149.68,90.03,-90
Q103,2,149.68,188.08,-90
Q104,2,158.3,90.15,90
Q104,2,158.3,188.2,90
Q201,2,236.05,88.53,-90
Q201,2,236.05,186.58,-90
Q203,2,323.05,74.28,90
Q203,2,323.05,172.33,90
Q301,2,267.05,50.28,90
Q301,2,267.05,148.33,90
Q303,2,317.05,49.53,90
Q303,2,317.05,147.58,90
Q304,2,323.17,49.53,90
Q304,2,323.17,147.58,90
Q305,2,321.8,55.9,90
Q305,2,321.8,153.95,90
Q306,2,312.55,57.4,-90
Q306,2,312.55,155.45,-90
Q307,2,318.8,42.78,-90
Q307,2,318.8,140.83,-90
Q308,2,299.92,15.15,0
Q308,2,299.92,113.2,0
Q309,2,311.55,15.03,-90
Q309,2,311.55,113.08,-90
Q310,2,267.17,67.65,0
Q310,2,267.17,165.7,0
R1,2,42.18,126.35,90
R1,2,42.18,167.85,90
R2,2,40.68,129.72,90
R2,2,40.68,171.22,90
R3,2,42.3,129.72,-90
R3,2,42.3,171.22,-90
R4,2,42.18,134.47,-90
R4,2,42.18,175.97,-90
R6,2,19.5,126.65,90
R6,2,19.5,168.15,90
R8,2,14.25,133.65,90
R8,2,14.25,175.15,90
R9,2,12.38,133.65,-90
R9,2,12.38,175.15,-90
R10,2,16.5,137.9,-90
R10,2,16.5,179.4,-90
R50,1,43.25,70.25,90
R50,1,56.55,74.45,-90
R60,1,104.05,86.27,90
R60,1,104.05,184.32,90
R101,1,138.43,72.9,0
R101,1,138.43,170.95,0
R102,2,99.68,66.65,90
R102,2,99.68,164.7,90
R103,2,172.43,85.03,90
R103,2,172.43,183.08,90
R104,2,80.3,31.28,-90
R104,2,80.3,129.33,-90
R105,2,95.25,39.4,90
R105,2,95.25,137.45,90
R106,2,218.05,23.15,90
R106,2,218.05,121.2,90
R108,2,191.8,74.03,90
R108,2,191.8,172.08,90
R109,2,213.05,54.9,90
R109,2,213.05,152.95,90
R110,2,210.43,54.9,90
R110,2,210.43,152.95,90
R111,2,207.63,61.15,90
R111,2,207.63,159.2,90
R112,1,191.18,56.15,0
R112,1,191.18,154.2,0
R113,1,191.18,52.9,0
R113,1,191.18,150.95,0
R114,2,232.05,71.78,-90
R114,2,232.05,169.83,-90
R116,2,82.93,31.28,-90
R116,2,82.93,129.33,-90
R117,2,97.88,39.4,90
R117,2,97.88,137.45,90
R119,2,230.05,76.28,-90
R119,2,230.05,174.33,-90
R121,2,100.05,52.78,90
R121,2,100.05,150.83,90
R122,2,94.18,58.15,-90
R122,2,94.18,156.2,-90
R123,2,149.8,74.53,-90
R123,2,149.8,172.58,-90
R124,2,216.43,70.65,-90
R124,2,216.43,168.7,-90
R126,2,194.55,49.03,-90
R126,2,194.55,147.08,-90
R129,2,153.43,91.78,90
R129,2,153.43,189.83,90
R130,2,155.18,91.78,90
R130,2,155.18,189.83,90
R131,2,163.68,84.28,90
R131,2,163.68,182.33,90
R132,2,162.43,89.03,-90
R132,2,162.43,187.08,-90
R133,2,175.05,85.65,-90
R133,2,175.05,183.7,-90
R136,1,218.3,33.78,0
R136,1,218.3,131.83,0
R137,2,222.43,80.53,-90
R137,2,222.43,178.58,-90
R201,1,294.67,18.53,90
R201,1,294.67,116.58,90
R202,1,290.67,18.53,90
R202,1,290.67,116.58,90
R203,2,257.42,71.28,90
R203,2,257.42,169.33,90
R205,2,240.05,89.9,90
R205,2,240.05,187.95,90
R206,2,238.55,86.4,90
R206,2,238.55,184.45,90
R207,2,270.8,79.4,-90
R207,2,270.8,177.45,-90
R208,2,245.8,71.28,90
R208,2,245.8,169.33,90
R209,2,247.55,71.28,90
R209,2,247.55,169.33,90
R210,2,252.3,82.03,-90
R210,2,252.3,180.08,-90
R211,2,260.17,78.78,-90
R211,2,260.17,176.83,-90
R212,2,258.3,83.03,-90
R212,2,258.3,181.08,-90
R213,2,260.17,82.03,90
R213,2,260.17,180.08,90
R214,2,231.43,90.4,90
R214,2,231.43,188.45,90
R215,2,281.8,82.03,90
R215,2,281.8,180.08,90
R217,2,260.3,89.4,-90
R217,2,260.3,187.45,-90
R218,2,264.8,89.65,-90
R218,2,264.8,187.7,-90
R219,2,250.8,89.4,90
R219,2,250.8,187.45,90
R220,2,248.8,89.4,90
R220,2,248.8,187.45,90
R221,2,252.8,89.4,90
R221,2,252.8,187.45,90
R222,2,284.42,82.03,90
R222,2,284.42,180.08,90
R223,2,287.05,82.03,90
R223,2,287.05,180.08,90
R224,2,319.92,72.03,-90
R224,2,319.92,170.08,-90
R225,2,309.17,80.9,-90
R225,2,309.17,178.95,-90
R226,2,306.92,82.65,-90
R226,2,306.92,180.7,-90
R227,2,306.92,79.4,90
R227,2,306.92,177.45,90
R228,2,305.17,79.4,-90
R228,2,305.17,177.45,-90
R229,2,254.55,77.78,90
R229,2,254.55,175.83,90
R230,2,260.17,74.03,90
R230,2,260.17,172.08,90
R231,1,256.3,32.78,-90
R231,1,256.3,130.83,-90
R232,1,260.3,29.15,-90
R232,1,260.3,127.2,-90
R301,1,275.92,37.4,90
R301,1,275.92,135.45,90
R302,2,320.42,50.4,-90
R302,2,320.42,148.45,-90
R303,2,314.17,48.9,90
R303,2,314.17,146.95,90
R304,1,302.17,48.65,-90
R304,1,302.17,146.7,-90
R305,2,305.42,46.03,90
R305,2,305.42,144.08,90
R306,2,324.05,43.78,90
R306,2,324.05,141.83,90
R309,2,324.3,36.9,90
R309,2,324.3,134.95,90
R310,2,309.8,68.4,90
R310,2,309.8,166.45,90
R311,2,307.8,60.53,90
R311,2,307.8,158.58,90
R312,2,300.42,72.9,90
R312,2,300.42,170.95,90
R314,2,297.8,72.9,-90
R314,2,297.8,170.95,-90
R315,2,319.92,61.53,90
R315,2,319.92,159.58,90
R316,2,315.92,63.53,90
R316,2,315.92,161.58,90
R319,2,307.92,56.28,-90
R319,2,307.92,154.33,-90
R320,2,307.92,53.03,-90
R320,2,307.92,151.08,-90
R321,2,315.05,55.4,90
R321,2,315.05,153.45,90
R324,2,316.05,43.65,90
R324,2,316.05,141.7,90
R325,2,314.17,43.65,90
R325,2,314.17,141.7,90
R326,2,321.67,29.15,90
R326,2,321.67,127.2,90
R327,2,317.05,55.4,-90
R327,2,317.05,153.45,-90
R328,2,309.8,60.53,90
R328,2,309.8,158.58,90
R329,1,279.05,48.28,90
R329,1,279.05,146.33,90
R332,2,315.92,59.9,-90
R332,2,315.92,157.95,-90
R333,2,307.8,64.78,-90
R333,2,307.8,162.83,-90
R334,2,308.67,17.15,-90
R334,2,308.67,115.2,-90
R335,2,308.67,13.9,90
R335,2,308.67,111.95,90
R336,2,261.92,65.78,90
R336,2,261.92,163.83,90
R337,2,261.92,70.53,90
R337,2,261.92,168.58,90
R338,2,284.67,75.78,90
R338,2,284.67,173.83,90
R339,1,272.67,40.53,90
R339,1,272.67,138.58,90
RL101,1,145.93,87.4,-90
RL101,1,145.93,185.45,-90
SHR210,2,252.3,82.68,90
SHR210,2,252.3,180.73,90
SQ101,1,105.43,63.78,90
SQ101,1,105.43,161.83,90
SSR101,1,139.43,87.65,180
SSR101,1,139.43,185.7,180
SW1,1,49.45,115.58,90
SW1,1,49.45,157.08,90
T101,1,230.68,53.53,-90
T101,1,230.68,151.58,-90
TH1,2,44.3,138.35,90
TH1,2,44.3,179.85,90
TH101,1,173.05,69.4,90
TH101,1,173.05,167.45,90
VZ101,1,121.55,18.65,-90
VZ101,1,121.55,116.7,-90
VZ103,1,142.05,43.9,0
VZ103,1,142.05,141.95,0
VZ104,1,165.3,65.15,-90
VZ104,1,165.3,163.2,-90
ZD1,2,39.68,125.1,-90
ZD1,2,39.68,166.6,-90
ZD2,2,37.18,125.1,-90
ZD2,2,37.18,166.6,-90
ZD201,2,257.42,66.78,-90
ZD201,2,257.42,164.83,-90
ZD202,2,255.18,66.78,-90
ZD202,2,255.18,164.83,-90
ZD203,2,254.55,83.78,-90
ZD203,2,254.55,181.83,-90
ZD304,2,311.67,50.78,-90
ZD304,2,311.67,148.83,-90
ZD305,2,321.55,36.9,-90
ZD305,2,321.55,134.95,-90
END,,,,
