Location,botottop,x,y,angle,BLOCK
R752,2,147.88,124.28,0
R789,2,95.25,67.13,0
R789,2,95.25,159.02,0
R790,2,95.25,68.75,180
R790,2,95.25,160.65,180
R793,2,96.13,73.88,0
R793,2,96.13,165.77,0
R794,2,96.75,70.5,180
R794,2,96.75,162.4,180
R795,2,99.75,73.5,0
R795,2,99.75,165.4,0
R798,2,96.13,75.5,0
R798,2,96.13,167.4,0
R801,2,32.75,66.75,180
R801,2,32.75,158.65,180
R803,2,32.75,64.75,0
R803,2,32.75,156.65,0
R807,2,45,73.25,0
R807,2,45,165.15,0
R808,2,35.25,69.25,0
R808,2,35.25,161.15,0
R817,2,61.5,71.63,-180
R817,2,61.5,163.52,-180
R818,2,65.63,71.63,0
R818,2,65.63,163.52,0
R819,2,72.75,73.25,0
R819,2,72.75,165.15,0
R820,2,72.75,71.63,0
R820,2,72.75,163.52,0
R821,2,32.88,47.13,180
R821,2,32.88,139.02,180
R823,1,27.5,15.38,-90
R823,1,27.5,107.28,-90
R824,2,21.38,17.75,0
R824,2,21.38,109.65,0
R825,2,21.38,21.13,180
R825,2,21.38,113.03,180
R826,2,21.38,24.88,0
R826,2,21.38,116.78,0
R827,2,21.38,28.25,180
R827,2,21.38,120.15,180
R828,2,26.38,31.63,180
R828,2,26.38,123.53,180
R830,2,65.75,67.88,180
R830,2,65.75,159.77,180
R842,2,31.38,5.8,0
R842,2,31.38,97.7,0
R843,2,65.63,69.75,-180
R843,2,65.63,161.65,-180
R850,2,65.38,64.13,180
R850,2,65.38,156.02,180
R851,2,62.13,66.13,-180
R851,2,62.13,158.02,-180
SW101,1,20.1,61.8,90
SW101,1,20.1,153.7,90
T601,1,79.63,44.63,-90
T601,1,79.63,136.52,-90
T701,1,130.5,37.13,-90
T701,1,130.5,129.02,-90
T801,1,50.88,44.13,-90
T801,1,50.88,136.02,-90
T802,1,33.75,52.38,-90
T802,1,33.75,144.27,-90
ZD570,2,150.13,86.25,0
ZD570,2,150.13,178.15,0
ZD601,2,68.38,21.5,180
ZD601,2,68.38,113.4,180
ZD602,2,71.38,19,180
ZD602,2,71.38,110.9,180
ZD603,2,77.38,18.38,180
ZD603,2,77.38,110.28,180
ZD604,2,83.38,18.58,180
ZD604,2,83.38,110.48,180
ZD605,2,88.75,20.63,180
ZD605,2,88.75,112.53,180
ZD606,2,88.75,23.13,0
ZD606,2,88.75,115.03,0
ZD607,2,88.75,25.63,180
ZD607,2,88.75,117.53,180
END,,,,
