Location,top_bot,x,y,Theta
R720,2,185,52.25,90
R721,2,33.3,60,270
R721,2,33.3,155.5,270
R721,2,181.8,155.5,270
R721,2,181.8,60,270
R722,2,33.3,63,90
R722,2,33.3,158.5,90
R722,2,181.8,158.5,90
R722,2,181.8,63,90
R723,2,34.9,60,90
R723,2,34.9,155.5,90
R723,2,183.4,155.5,90
R723,2,183.4,60,90
R724,2,33.62,43.12,270
R724,2,33.62,138.62,270
R724,2,182.12,138.62,270
R724,2,182.12,43.12,270
R725,2,28.87,43.62,270
R725,2,28.87,139.12,270
R725,2,177.37,139.12,270
R725,2,177.37,43.62,270
R726,2,22.25,52.6,270
R726,2,22.25,148.1,270
R726,2,170.75,148.1,270
R726,2,170.75,52.6,270
R727,2,22.25,60.8,270
R727,2,22.25,156.3,270
R727,2,170.75,156.3,270
R727,2,170.75,60.8,270
R737,2,57.2,71.4,90
R737,2,57.2,166.9,90
R737,2,205.7,166.9,90
R737,2,205.7,71.4,90
R738,2,51.9,76.4,270
R738,2,51.9,171.9,270
R738,2,200.4,171.9,270
R738,2,200.4,76.4,270
R740,2,58.8,68.4,270
R740,2,58.8,163.9,270
R740,2,207.3,163.9,270
R740,2,207.3,68.4,270
R743,2,16.3,79.4,90
R743,2,16.3,174.9,90
R743,2,164.8,174.9,90
R743,2,164.8,79.4,90
R744,2,13.4,81.4,90
R744,2,13.4,176.9,90
R744,2,161.9,176.9,90
R744,2,161.9,81.4,90
R745,2,14.6,48.42,90
R745,2,14.6,143.92,90
R745,2,163.1,143.92,90
R745,2,163.1,48.42,90
R747,2,12.3,50.72,270
R747,2,12.3,146.22,270
R747,2,160.8,146.22,270
R747,2,160.8,50.72,270
R748,2,14.6,53.02,270
R748,2,14.6,148.52,270
R748,2,163.1,148.52,270
R748,2,163.1,53.02,270
R749,2,12.3,57.72,270
R749,2,12.3,153.22,270
R749,2,160.8,153.22,270
R749,2,160.8,57.72,270
R750,2,14.57,60.02,270
R750,2,14.57,155.52,270
R750,2,163.07,155.52,270
R750,2,163.07,60.02,270
R751,2,12.27,64.72,270
R751,2,12.27,160.22,270
R751,2,160.77,160.22,270
R751,2,160.77,64.72,270
R752,2,14.57,67.02,270
R752,2,14.57,162.52,270
R752,2,163.07,162.52,270
R752,2,163.07,67.02,270
R789,2,25,81.8,90
R789,2,25,177.3,90
R789,2,173.5,177.3,90
R789,2,173.5,81.8,90
R790,2,26.6,81.8,270
R790,2,26.6,177.3,270
R790,2,175.1,177.3,270
R790,2,175.1,81.8,270
R793,2,17.9,89.3,270
R793,2,17.9,184.8,270
R793,2,166.4,184.8,270
R793,2,166.4,89.3,270
R794,2,19.75,76.25,270
R794,2,19.75,171.75,270
R794,2,168.25,171.75,270
R794,2,168.25,76.25,270
R795,2,19.75,79.5,270
R795,2,19.75,175,270
R795,2,168.25,175,270
R795,2,168.25,79.5,270
R798,2,17.9,86.3,90
R798,2,17.9,181.8,90
R798,2,166.4,181.8,90
R798,2,166.4,86.3,90
R801,2,102.4,45.2,270
R801,2,102.4,140.7,270
R801,2,250.9,140.7,270
R801,2,250.9,45.2,270
R803,2,81.4,45.1,270
R803,2,81.4,140.6,270
R803,2,229.9,140.6,270
R803,2,229.9,45.1,270
R807,2,96.4,57.6,270
R807,2,96.4,153.1,270
R807,2,244.9,153.1,270
R807,2,244.9,57.6,270
R808,2,92.6,57.6,90
R808,2,92.6,153.1,90
R808,2,241.1,153.1,90
R808,2,241.1,57.6,90
R817,2,89.9,55.2,270
R817,2,89.9,150.7,270
R817,2,238.4,150.7,270
R817,2,238.4,55.2,270
R818,2,84.8,56.8,90
R818,2,84.8,152.3,90
R818,2,233.3,152.3,90
R818,2,233.3,56.8,90
R819,2,82.7,55.3,270
R819,2,82.7,150.8,270
R819,2,231.2,150.8,270
R819,2,231.2,55.3,270
R820,2,82.7,52.3,90
R820,2,82.7,147.8,90
R820,2,231.2,147.8,90
R820,2,231.2,52.3,90
R821,2,75.37,19,270
R821,2,75.37,114.5,270
R821,2,223.87,114.5,270
R821,2,223.87,19,270
R824,2,95.62,8.25,270
R824,2,95.62,103.75,270
R824,2,244.12,103.75,270
R824,2,244.12,8.25,270
R825,2,90.37,8.25,90
R825,2,90.37,103.75,90
R825,2,238.87,103.75,90
R825,2,238.87,8.25,90
R826,2,83.87,8.25,270
R826,2,83.87,103.75,270
R826,2,232.37,103.75,270
R826,2,232.37,8.25,270
R827,2,80.25,8.25,90
R827,2,80.25,103.75,90
R827,2,228.75,103.75,90
R827,2,228.75,8.25,90
R828,2,78.25,18.12,90
R828,2,78.25,113.62,90
R828,2,226.75,113.62,90
R828,2,226.75,18.12,90
R830,2,83.6,71.4,270
R830,2,83.6,166.9,270
R830,2,232.1,166.9,270
R830,2,232.1,71.4,270
R842,2,133.25,23.62,90
R842,2,133.25,119.12,90
R842,2,281.75,119.12,90
R842,2,281.75,23.62,90
R843,2,88,55.12,90
R843,2,88,150.62,90
R843,2,236.5,150.62,90
R843,2,236.5,55.12,90
R850,2,85.4,70.9,90
R850,2,85.4,166.4,90
R850,2,233.9,166.4,90
R850,2,233.9,70.9,90
R851,2,87,70.9,270
R851,2,87,166.4,270
R851,2,235.5,166.4,270
R851,2,235.5,70.9,270
TH401,2,129.4,74.5,270
TH401,2,129.4,170,270
TH401,2,277.9,170,270
TH401,2,277.9,74.5,270
ZD570,2,135.4,58.2,90
ZD570,2,135.4,153.7,90
ZD570,2,283.9,153.7,90
ZD570,2,283.9,58.2,90
ZD601,2,36.75,23.5,270
ZD601,2,36.75,119,270
ZD601,2,185.25,119,270
ZD601,2,185.25,23.5,270
ZD602,2,34.25,23.5,90
ZD602,2,34.25,119,90
ZD602,2,182.75,119,90
ZD602,2,182.75,23.5,90
ZD603,2,31.75,23,270
ZD603,2,31.75,118.5,270
ZD603,2,180.25,118.5,270
ZD603,2,180.25,23,270
ZD604,2,29.25,24.75,90
ZD604,2,29.25,120.25,90
ZD604,2,177.75,120.25,90
ZD604,2,177.75,24.75,90
ZD605,2,26.75,24.75,270
ZD605,2,26.75,120.25,270
ZD605,2,175.25,120.25,270
ZD605,2,175.25,24.75,270
ZD606,2,22.37,24.75,90
ZD606,2,22.37,120.25,90
ZD606,2,170.87,120.25,90
ZD606,2,170.87,24.75,90
ZD607,2,19.87,23,270
ZD607,2,19.87,118.5,270
ZD607,2,168.37,118.5,270
ZD607,2,168.37,23,270
